place_title,reviewer,stars,text,language,published_at
Cafe D KUET Street,Nancy Charles,5,"The central cafeteria at KUET offers a spacious and attractive setting.
It provides a warm and inviting atmosphere, with a variety of food
categories available at an average level. It's an ideal spot for both
family dining and hosting parties, featuring items specifically catering
to children. The cafeteria prioritizes comfort for individuals using
wheelchairs, ensuring easy entry and well-designed seating arrangements.
Overall, the cafeteria maintains a high standard of cleanliness, and
the food prices are reasonable.",en,2023-11-28T09:03:38.876Z
Cafe D KUET Street,Faria Sajnin Tarpi,3,,,2023-11-24T05:29:52.857Z
Cafe D KUET Street,Nahin Tahmid,5,,,2023-11-15T13:20:00.066Z
একুশে ক্যান্টিন,gifary91kuet Bof,3,,,2023-12-27T10:14:56.481Z
একুশে ক্যান্টিন,HiNsHa 1313,5,"While visiting here, it was off time..  So no enjoyment 😐",en,2022-02-19T21:57:39.348Z
একুশে ক্যান্টিন,Md Emon Hossain,5,আবার খেতে চাই অমরের ক্যন্টিনে,bn,2021-01-30T18:54:10.127Z
একুশে ক্যান্টিন,Papon,5,,,2020-03-14T16:17:00.415Z
একুশে ক্যান্টিন,Samsad Arnob,3,,,2020-02-23T08:59:57.810Z
একুশে ক্যান্টিন,MEJANUR RAHMAN MEZAN,5,Food cafe for students,en,2020-01-30T16:52:20.997Z
একুশে ক্যান্টিন,Sabbir Hossain,5,,,2020-01-25T11:21:32.988Z
একুশে ক্যান্টিন,shibbir ahmed,5,,,2020-01-18T16:52:41.682Z
একুশে ক্যান্টিন,Jahid Hasan,4,,,2020-01-15T11:27:39.025Z
একুশে ক্যান্টিন,Asif Shahriar,1,,,2020-01-11T03:37:59.419Z
একুশে ক্যান্টিন,Mrinmoy Sarker,1,One of the most unhygienic places of KUET. Don't eat here.,en,2020-01-06T06:28:53.622Z
একুশে ক্যান্টিন,Alimul Islam,3,,,2020-01-04T16:23:20.942Z
একুশে ক্যান্টিন,A. M. Nizamul Tareq,3,,,2019-12-19T10:04:08.319Z
একুশে ক্যান্টিন,Sohag Kumar Mondal,3,It's average in quality. I did not found any difference between other local hotel and this.,en,2019-12-17T03:35:40.961Z
একুশে ক্যান্টিন,Labib Redwan,4,,,2019-12-16T18:32:07.778Z
একুশে ক্যান্টিন,MAHBUB RAFI,3,,,2019-12-08T10:15:37.847Z
একুশে ক্যান্টিন,Asif Anam,5,,,2019-12-06T16:44:03.235Z
একুশে ক্যান্টিন,Mukitur Rhaman,4,,,2019-11-25T07:42:11.480Z
একুশে ক্যান্টিন,Ahasanul Kabir Sabbir,5,,,2019-11-24T02:43:51.028Z
একুশে ক্যান্টিন,Faisal Sk,5,Nc,en,2019-11-08T04:46:17.052Z
C&B Sports Club,Md Arman Sharif,5,Good job,en,2024-06-04T14:42:53.851Z
C&B Sports Club,Rumem,5,Together we strong,en,2024-06-04T06:20:44.675Z
Sugandhi Rose Club,Bellal Hossain,5,,,2021-08-01T08:26:05.062Z
Daulatpur Club,Srejon,2,"Not bad , environment is good , lot more to improve",en,2018-10-06T15:23:30.132Z
Daulatpur Club,m m Mizan,2,,,2018-09-21T09:38:38.605Z
Daulatpur Club,Rasel Kobir,5,,,2018-06-05T17:30:44.848Z
Daulatpur Club,Zulfiquer Ash Shafique,5,Daulatpur Elite club,en,2018-05-17T16:27:02.354Z
JB HomeMade,Omar Bin Azam,5,Food very nice and healthy,en,2025-11-08T05:59:46.077Z
JB HomeMade,Steve Daniels,5,Was not expecting such good coffee in this area. What a pleasant surprise.,en,2025-10-22T20:33:55.822Z
JB HomeMade,Shamim Akhter,5,,,2025-10-05T14:55:49.026Z
JB HomeMade,Hamimul Islam,5,"Their best items are their nuggets!
Must try!",en,2025-09-23T13:07:36.651Z
JB HomeMade,no one,5,,,2025-09-20T20:09:44.598Z
JB HomeMade,One Plus,5,Everything is great i had a great experience there,en,2025-09-17T18:21:28.453Z
JB HomeMade,rayian fagun,5,,,2025-09-17T08:34:54.439Z
JB HomeMade,Ahasan Habib,5,,,2025-09-14T19:23:44.546Z
JB HomeMade,Humaira Habib Nobonee,5,"This cafe is new in it's  area. The food is fresh and healthy, with no compromise on taste! The vibe is comfy with good music quality.

Recommended items: coffee items as they prepare it from whole roasted  coffee beans
Must try : affogato (too good) and
Pastry- orange flavoured",en,2025-09-10T16:45:51.810Z
JB HomeMade,Sou rav,5,"Cozy, aesthetic cafe with friendly service.  The taste of their cappuccino is too good; reason enough to visit again. Small snacks were good too. Menu is surprisingly pocket friendly",en,2025-09-10T16:31:20.622Z
jibonMukhi private club LTD,Ruhama Jarnaz,5,,,2024-01-31T15:43:33.047Z
jibonMukhi private club LTD,Fardin kalam jubin,5,,,2024-01-31T15:43:15.998Z
jibonMukhi private club LTD,Siamul Islam,4,,,2023-03-03T15:39:53.717Z
jibonMukhi private club LTD,Mehrab Mahmud,5,Niceeee …amio member hote chai…big fan,bn,2023-01-16T09:38:04.185Z
jibonMukhi private club LTD,Fardin kalam jubin,5,,,2022-11-27T16:19:16.713Z
Govt. BL College Debating Club,Brotodip Mistry,5,My Love college,en,2021-11-18T19:04:22.376Z
বঙ্গপ্রদীপ Legends' Club,Tanvir Mahamud,5,Good Home,en,2021-06-06T01:06:24.641Z
বঙ্গপ্রদীপ Legends' Club,Ds -KZ,5,,,2018-11-09T01:22:18.191Z
Rangpur youth club,Somaresh Mondal,5,,,2025-11-12T15:08:03.940Z
Rangpur youth club,Joy Mondal,4,nice,en,2024-03-29T01:10:22.970Z
Rangpur youth club,Jyotirmoy Jodder,4,,,2023-08-03T04:09:36.844Z
Rangpur youth club,Niloy Basak,5,Good work,en,2023-05-18T18:46:34.203Z
Rangpur youth club,RK,1,,,2023-01-03T03:02:26.334Z
Rangpur youth club,Ashutosh Mondol,5,,,2021-09-27T06:06:24.701Z
Rangpur youth club,Ras Bihari Jodder,5,,,2021-07-22T12:07:15.925Z
Rangpur youth club,Joydip Bala,5,,,2020-11-06T16:28:43.331Z
Rangpur youth club,PRANTO MONDOL,5,Nice,en,2020-10-26T16:31:49.915Z
Rangpur youth club,Swan Mollick,4,,,2019-02-20T10:54:43.294Z
Rangpur youth club,Rahul Mollick Rahul,5,,,2016-12-09T01:40:54.450Z
Pradeep tea point,MD Yasin,5,,,2024-10-28T06:53:55.598Z
ফুয়াদ কাফে,Renu Nath,3,,,2026-01-10T04:10:50.161Z
ফুয়াদ কাফে,JS Sagor Chowdhury,5,,,2025-10-29T11:18:58.618Z
ফুয়াদ কাফে,Daif Sahrar,5,Superb place,en,2021-05-04T07:21:03.438Z
ফুয়াদ কাফে,Sahaf Adnan,5,It is the home of Fuad Hasan and Sahaf Adnan,en,2020-08-26T18:20:47.379Z
ফুয়াদ কাফে,Md Fuad Hasan,5,"It's a great cafe,it have a many varieties,I enjoyed a lot and it's coffy test is awesome in a cheap price.It have a nice daining , I'm suggesting you to go there.....😊😊",en,2020-06-20T20:16:41.306Z
সাধন ষ্টোর,AJ Thomas,5,Here you can find best Tea in Shalua Bazar,en,2025-11-01T19:47:52.774Z
সাধন ষ্টোর,Ananta Dhali,1,,,2025-10-05T10:32:19.183Z
সাধন ষ্টোর,Sabbir Shake,5,"I recently visited this tea and coffee shop and had a wonderful experience. The atmosphere is cozy and welcoming, perfect for spending time alone or with friends. Their tea selection is impressive, offering both classic and unique flavors. The coffee is rich, aromatic, and freshly brewed, which makes every sip enjoyable. The staff are polite, attentive, and always ready to recommend something new. Prices are reasonable compared to the quality and service provided. The shop is clean and well-decorated, creating a relaxing vibe. Overall, it is an excellent spot for tea and coffee lovers. Highly recommended!",en,2025-09-10T15:20:26.724Z
সাধন ষ্টোর,Sajib Biswas,5,Good shop,en,2025-03-26T11:12:28.051Z
সাধন ষ্টোর,Anup Tarofdar,5,,,2024-09-25T14:19:15.140Z
সাধন ষ্টোর,Debashis Mondal,5,Nice store,en,2024-05-20T09:23:22.297Z
সাধন ষ্টোর,Soumittro Biswas,4,আদা দেওয়ার কারণে চা টা দারুণ লাগলো।,bn,2023-10-30T04:40:03.079Z
সাধন ষ্টোর,GᴀMɪNɢ WɪTʜ シTᴀMɪᴍ,1,Gg,en,2023-09-06T10:57:28.344Z
সাধন ষ্টোর,Saurav Chatterjee,5,Good store,en,2023-08-25T15:30:12.870Z
সাধন ষ্টোর,SHAWON DHALI (Alpha),2,,,2023-06-20T10:07:57.915Z
সাধন ষ্টোর,Anik mollick,5,Everything hear,en,2023-06-20T07:20:56.219Z
সাধন ষ্টোর,Sudipto Basak,5,A trusted company to buy products at affordable prices🥰,en,2023-05-27T11:38:18.820Z
সাধন ষ্টোর,Joydip Bala,5,"Local shops in village,",en,2023-05-26T03:44:42.882Z
সাধন ষ্টোর,Mredul Roy,5,,,2023-04-12T16:02:58.981Z
সাধন ষ্টোর,Emon Roy,5,,,2023-03-27T07:41:42.957Z
সাধন ষ্টোর,Abir Basak,5,Great ❣️,en,2023-03-01T04:50:42.387Z
সাধন ষ্টোর,Ridoy Das,5,,,2023-01-19T07:06:25.914Z
সাধন ষ্টোর,falgun baroi,5,good,en,2022-11-13T17:53:42.008Z
Psycology & Geograpy Department,AMANULLAH SM,5,Lovely place,en,2019-07-06T03:42:47.947Z
Psycology & Geograpy Department,Shifon Halder,5,Osom,bn,2019-06-20T06:40:23.325Z
Digholia YMA Club,Nazmul Sumon,5,,,2019-03-20T17:37:26.269Z
Deana Azizul Memorial Club,Md Tarik,5,Gd place,en,2024-01-13T02:24:42.047Z
Deana Azizul Memorial Club,Farhan Nirob,3,,,2021-05-11T15:13:42.259Z
Deana Azizul Memorial Club,rAfii Smash,4,,,2020-09-13T03:00:57.781Z
Deana Azizul Memorial Club,Md Selim Miah,5,Old organigation,en,2019-10-13T11:59:36.275Z
Deana Azizul Memorial Club,Shariar Raktim,2,,,2019-09-24T23:35:59.528Z
Deana Azizul Memorial Club,Bm Hasib,1,Very well,en,2019-08-25T11:57:20.714Z
Deana Azizul Memorial Club,Raisur Uthso,5,,,2018-12-21T16:49:21.623Z
Deana Azizul Memorial Club,Md. Harun-or-Rashid,3,"It is a local organisation of the people of Deana, 04 number Ward, Khulna. It is situated just beside the ward 04 Councillor's Office. It was formed to fulfill some specific demand of the people. People run the club.",en,2018-08-02T22:50:38.289Z
Deana Azizul Memorial Club,Sk Emon,5,,,2018-03-04T09:37:59.187Z
Deana Azizul Memorial Club,Abu Shahin,5,,,2018-02-27T04:18:43.617Z
Deana Azizul Memorial Club,Sujon,5,,,2017-12-03T12:02:58.608Z
Deana Azizul Memorial Club,Imran Bondo,5,This is a great place,en,2017-10-08T13:32:29.469Z
Deana Azizul Memorial Club,Sajjad Hossain,5,wonderfull,en,2017-03-10T07:14:49.757Z
yoga foundation world,Ashraful Alam,5,,,2022-04-06T04:59:38.472Z
KUET Cafeteria,Renu Nath,1,,,2026-01-10T04:09:38.957Z
KUET Cafeteria,Md. Jakaria,4,"KUET Cafeteria
কুয়েট ক্যাফেটেরিয়া",bn,2025-11-22T09:39:32.960Z
KUET Cafeteria,Kankon Mondol,5,,,2025-11-17T03:09:25.135Z
KUET Cafeteria,Sharaf Ahmed,1,Food quality is really poor compared to the price. Taste isn't good at all. They don't even care about hygiene,en,2025-11-04T08:45:17.897Z
KUET Cafeteria,Morol Arafat,5,নাইচ,as,2025-10-03T07:03:23.368Z
KUET Cafeteria,Nishat Munia,5,,,2025-10-02T06:32:01.297Z
KUET Cafeteria,Rakibulhasan IIUC,4,,,2025-09-11T17:02:48.205Z
KUET Cafeteria,Md Waliur Rahman,4,,,2025-08-05T18:55:28.393Z
KUET Cafeteria,Shakib Prodhan,5,,,2025-05-16T12:16:00.848Z
KUET Cafeteria,Jagannath Das,5,,,2025-05-06T15:37:48.645Z
KUET Cafeteria,Foysal Ahmed (Foysal),5,,,2025-01-29T09:27:57.511Z
KUET Cafeteria,MH Hridoy,5,,,2025-01-13T13:13:04.566Z
KUET Cafeteria,Sujan Chowdhury,5,,en,2024-12-18T17:07:16.541Z
KUET Cafeteria,Sajib Islam,4,Good food and service. Students everywhere to eat foods and to do group works. But foods are expensive having good quality but less quantity,en,2024-12-07T10:41:43.753Z
KUET Cafeteria,Tanzid ahmed,5,,,2024-10-18T08:28:07.287Z
KUET Cafeteria,Asfaq Mahmud Saif,3,,,2024-09-19T08:48:16.741Z
KUET Cafeteria,Atikur Rahman Asib,5,,,2024-07-17T00:49:14.590Z
KUET Cafeteria,Anonno Afroz,5,,,2024-05-03T22:31:47.283Z
KUET Cafeteria,AH Ornob 25,5,,,2024-03-06T17:46:17.496Z
KUET Cafeteria,Mashrur Hasan,5,,,2024-02-23T16:31:53.654Z
Akhi Vila,Jhobair Hossain,4,,,2023-12-23T11:04:12.159Z
Saad Tuba 🏡,Md Tarik,5,Sheryljutex,en,2025-11-28T14:55:25.379Z
Golam rahman property,Md Sabuz Shaikh,5,,,2024-04-20T17:32:00.196Z
Ajju Gym,Sohag Kazi,4,Realy nice for build body,en,2019-11-10T20:20:10.143Z
Ajju Gym,soumit Biswas,3,So so,en,2019-06-21T14:24:43.797Z
নাইচ জেন্টস পার্লার,Shaikh Mahmudul Islam,5,,,2023-03-15T19:16:23.644Z
নাইচ জেন্টস পার্লার,Naim hossain,5,Valo kina Jani na akono jawa Hoi nai.,haw,2022-06-25T03:35:51.233Z
নাইচ জেন্টস পার্লার,Sahin Mahmud,5,,,2021-06-09T04:19:04.191Z
নাইচ জেন্টস পার্লার,Universal World,5,Good,en,2019-10-15T14:59:53.148Z
নাইচ জেন্টস পার্লার,Biswajit Nandi,5,Nice style with beautiful  place and service....,en,2017-11-12T10:18:56.412Z
Ansari Foundation,Md Hafizur Rahman,4,,,2025-07-01T09:18:44.993Z
Ansari Foundation,AK Sagor,5,,,2024-07-05T01:47:15.784Z
Ansari Foundation,Muhammad Shawon,5,,,2024-03-10T11:13:26.202Z
Ansari Foundation,Redoan Shaik,1,Pabla carry car para division,es,2024-02-21T14:48:33.334Z
Ansari Foundation,Kolpona Mondal,5,,,2024-01-28T02:29:06.383Z
Ansari Foundation,Ariful Islam Shehab,3,,,2023-06-23T18:45:15.413Z
Ansari Foundation,Mohammad Ali,5,nice,en,2022-11-25T03:44:47.184Z
Ansari Foundation,Faruk Khan,5,,,2022-05-17T04:29:13.871Z
Ansari Foundation,nazrul islam,1,,,2022-03-30T11:31:36.243Z
Ansari Foundation,OMUR FARUQ,5,আত্ম মানবতার কল্যাণে নিয়োজিত,bn,2022-02-15T04:47:25.908Z
Ansari Foundation,Eesa Ansari,5,Amazing place. Great hospitality. Loved this place💝,en,2021-05-14T01:59:35.522Z
Ansari Foundation,Jubayer Ansari,5,Jonokollanmulok foundation.,bn,2020-05-13T13:45:43.071Z
Ansari Foundation,ataullah muhammad,5,একটি জনকল্যানমূলক ফাউন্ডেশন,bn,2017-03-10T16:04:12.927Z
Young Star Gymnasium,Jit's Documentary World,5,,,2024-10-04T14:47:02.721Z
Young Star Gymnasium,Shuvo SMM,5,A play ground that should need modification.,en,2022-01-15T18:46:20.255Z
Young Star Gymnasium,bayzid Bayzid islam,5,,,2021-07-14T19:17:32.007Z
Young Star Gymnasium,Z.M. ASIF ALAHI,1,,,2021-03-11T12:44:53.871Z
Young Star Gymnasium,Tahmid Foysal,3,not bet🙄🙄,en,2021-02-28T09:51:39.974Z
Young Star Gymnasium,Fatin Noor Raka,1,,,2019-11-08T07:48:28.174Z
Young Star Gymnasium,Shakil Ahmed,3,,,2019-07-28T06:30:30.396Z
Young Star Gymnasium,ÂBÏR,5,,,2019-07-18T10:16:40.956Z
Young Star Gymnasium,Utshas,5,,,2019-05-25T12:11:11.701Z
Young Star Gymnasium,Siad Aidid,3,,,2019-05-16T06:43:03.929Z
Young Star Gymnasium,Ferari Mehedi,2,Not much good. I didnt find trainer.  All are equipment also old,en,2019-03-29T02:13:36.866Z
Young Star Gymnasium,M.M. BAPIN,4,,,2019-03-27T12:48:59.509Z
Young Star Gymnasium,Western lov - Western movies,5,Good place for Gymnastics,en,2019-03-11T17:54:59.124Z
Young Star Gymnasium,Md Kaspian Fuad,4,Good gym,en,2018-12-16T20:39:28.465Z
Young Star Gymnasium,Anup Mondal,5,Gymnasium in daulotpur besides of train line and 2nd floor of building.,en,2017-01-19T13:54:13.816Z
কলেজ গেট,Masum Billal,3,,,2025-05-24T08:10:03.532Z
কলেজ গেট,Tanvir Shaikh,5,,,2025-04-08T13:55:12.389Z
কলেজ গেট,Abdur Rohoman,5,,,2022-12-26T15:03:02.555Z
কলেজ গেট,Akash Akash,5,,,2022-09-20T19:03:31.502Z
জমিদার টি স্টল,Lincoln Dhali,5,,,2024-01-26T11:39:38.247Z
জমিদার টি স্টল,Ahir mondal,5,Good service..,en,2023-06-08T08:34:32.482Z
জমিদার টি স্টল,Sagor nepu,5,,,2022-11-18T05:38:03.737Z
গাজী ডিপার্টমেন্টাল ষ্টোর এন্ড জি ক্যাফেটেএরিয়া,Sabyasachi Biswas,4,,,2025-01-01T13:23:21.393Z
গাজী ডিপার্টমেন্টাল ষ্টোর এন্ড জি ক্যাফেটেএরিয়া,Lawkat Rojena,5,Nice shop and nice place,en,2024-03-17T16:34:46.353Z
গাজী ডিপার্টমেন্টাল ষ্টোর এন্ড জি ক্যাফেটেএরিয়া,Parvez. afan,5,Good,en,2023-01-27T09:23:11.998Z
গাজী ডিপার্টমেন্টাল ষ্টোর এন্ড জি ক্যাফেটেএরিয়া,Md Imran,1,,,2022-08-05T14:29:01.841Z
গাজী ডিপার্টমেন্টাল ষ্টোর এন্ড জি ক্যাফেটেএরিয়া,asif leon,5,,,2022-03-10T04:18:47.660Z
গাজী ডিপার্টমেন্টাল ষ্টোর এন্ড জি ক্যাফেটেএরিয়া,Md azizul,1,Nice palse,en,2022-02-15T11:13:12.799Z
গাজী ডিপার্টমেন্টাল ষ্টোর এন্ড জি ক্যাফেটেএরিয়া,Khurshed alam,1,nice palse,en,2022-02-15T09:44:27.323Z
KUET Main Gate Complex,Proshanto Paul,4,"**কুয়েট মেইন গেট কমপ্লেক্স** (Khulna University of Engineering & Technology – KUET) খুলনার একটি পরিচিত ও আধুনিক স্থাপনা। বিশ্ববিদ্যালয়ে প্রবেশের প্রথম দ্বার হিসেবেই এই গেট কমপ্লেক্স কুয়েটের শৃঙ্খলা, নিরাপত্তা ও সৌন্দর্যের পরিচয় বহন করে।

মেইন গেট কমপ্লেক্সটি পরিকল্পিত ও সুবিন্যস্তভাবে নির্মিত। প্রশস্ত গেট, নিরাপত্তা চেকপোস্ট এবং নির্দিষ্ট প্রবেশ–বহির্গমন পথ কুয়েটের নিয়মতান্ত্রিক পরিবেশকে স্পষ্টভাবে তুলে ধরে। এখানে সার্বক্ষণিক নিরাপত্তাকর্মীরা দায়িত্ব পালন করেন, ফলে শিক্ষার্থী, শিক্ষক ও দর্শনার্থীরা সবাই নিজেকে নিরাপদ বোধ করেন।

গেটের আশপাশের এলাকা পরিচ্ছন্ন ও সাজানো। রাস্তার দু’পাশে গাছপালা ও সবুজ পরিবেশ পুরো কমপ্লেক্সটিকে আরও মনোরম করে তুলেছে। সকালে ও বিকেলের সময় এখানে শিক্ষার্থীদের যাতায়াত বেশি থাকে, তখন এলাকাটি বেশ প্রাণবন্ত হয়ে ওঠে। অনেক দর্শনার্থী কুয়েটে প্রবেশের আগে এই গেটের সামনে দাঁড়িয়ে ছবি তোলেন, কারণ এটি বিশ্ববিদ্যালয়ের একটি পরিচিত ল্যান্ডমার্ক।

কুয়েট মেইন গেট কমপ্লেক্স শুধু একটি প্রবেশপথ নয়, বরং এটি বিশ্ববিদ্যালয়ের পরিচয় ও গর্বের প্রতীক। এখান থেকেই শুরু হয় জ্ঞান, গবেষণা ও প্রযুক্তিনির্ভর এক সুবিশাল শিক্ষাঙ্গনে প্রবেশের যাত্রা। প্রথমবার কুয়েটে আসা যে কারও কাছেই এই গেট একটি স্মরণীয় অনুভূতি তৈরি করে।

সব মিলিয়ে, কুয়েট মেইন গেট কমপ্লেক্স আধুনিক স্থাপত্য, নিরাপত্তা ও সৌন্দর্যের সমন্বয়ে গড়ে ওঠা একটি গুরুত্বপূর্ণ স্থান, যা কুয়েটের মর্যাদা ও শৃঙ্খলাবোধকে সুন্দরভাবে প্রকাশ করে।",bn,2026-01-09T19:23:39.922Z
KUET Main Gate Complex,Ragib Abdullah,4,"From a little far, the scenery of main gate is majestic because of the position of KUET hill",en,2025-11-29T15:12:10.406Z
KUET Main Gate Complex,Morol Arafat,5,Ok,en,2025-11-04T02:36:30.582Z
KUET Main Gate Complex,Md Hasan Mondol,5,,,2025-10-29T14:07:07.394Z
KUET Main Gate Complex,MOHAMMOD JUNAID ISLAM (Junaid_014),5,Sera,en,2025-10-05T17:15:08.030Z
KUET Main Gate Complex,MD TANZIR HOSSEN SAGOR,5,,,2025-09-26T17:54:47.813Z
KUET Main Gate Complex,Topcan Hi,5,Environment not good,en,2025-06-17T05:52:01.947Z
KUET Main Gate Complex,Newton W,5,Nice,en,2025-05-28T12:31:21.210Z
KUET Main Gate Complex,Kabir Ripon,5,,,2025-05-20T15:18:07.844Z
KUET Main Gate Complex,Jannatul Ferdos,5,I loved the aesthetics of their gate amd the campus. It was a lovely place.,en,2025-01-27T19:46:28.703Z
KUET Main Gate Complex,Sheikh Mannan,5,Good,en,2025-01-19T07:01:33.757Z
KUET Main Gate Complex,Mahfuj Hossain,4,,,2025-01-11T14:32:54.967Z
KUET Main Gate Complex,MD SAIFUL ISLAM,5,"আমি খুবই সন্তুষ্ট, KUET এবং খুলনাবাসীর নিকট।
তারা খুবই আন্তরিক।
খুব সুন্দর আয়োজন, আথিয়েতা।",bn,2025-01-11T06:55:35.961Z
KUET Main Gate Complex,MAHABOOB R NIROB,5,KUET shohid minar,hi,2025-01-09T16:00:54.096Z
KUET Main Gate Complex,Fardin Kallol,5,,,2024-12-09T19:02:58.306Z
KUET Main Gate Complex,MD ENAYETUL HAQUE RUBEL,4,Nice,en,2024-11-05T02:16:32.363Z
KUET Main Gate Complex,MUHAMMAD SHAHADAT HUSSAIN,5,Wonderful 😊,en,2024-08-30T19:18:25.538Z
KUET Main Gate Complex,Abdullah Sabit,5,🥰,en,2024-08-21T06:37:06.648Z
KUET Main Gate Complex,Md Borhan,5,,,2024-07-02T18:48:32.831Z
KUET Main Gate Complex,Md. Abu Hanif,5,Nice place,en,2024-05-16T17:53:51.366Z
Flower garden,Sagor Pal,5,Beautiful place.,en,2023-09-10T10:20:38.267Z
Flower garden,G. M. Tarek Hossain,5,❤️❤️,en,2022-09-22T00:23:32.092Z
Post Office,YASIN ALI,5,খুব ভালো,bn,2021-07-20T11:53:43.510Z
Post Office,Soriful Islam,1,Valo,fi,2021-03-02T03:50:59.805Z
Post Office,Tauhidur Rahaman Nabab,5,,,2019-12-20T09:05:51.195Z
Post Office,Md Fahim,5,Collect things,en,2018-02-12T07:35:29.418Z
Post Office,vramar roy,5,yes i love this place...,en,2017-04-22T10:38:06.354Z
Post Office,Somnath Ray,4,local area post office. offer all postal services,en,2016-10-07T02:37:40.393Z
