place_title,reviewer,stars,text,language,published_at
Mojid Homio Pharmacy,Rahul Mridha,5,Sir gives very good medicine and treats very well. His medicines actually work very well and I myself have taken medicine from him. In a word he is a very good doctor 💕,en,2025-05-16T08:07:27.568Z
Mojid Homio Pharmacy,Jahangir Alam,5,মোটামুটি ভালো হোমিওপ্যাথি ডাক্তার।,bn,2022-11-13T15:36:01.620Z
Mojid Homio Pharmacy,ABDULLAH SHUBHO,5,,,2020-01-31T15:32:01.095Z
Mojid Homio Pharmacy,galib hasan,4,,,2019-02-08T04:27:56.851Z
Mojid Homio Pharmacy,Mussanna Al Galib,5,,,2018-09-26T07:58:37.133Z
Mojid Homio Pharmacy,Kazi Shovon,4,হোমিপ্যাথিক ওষুধ এবং খুব ভালো চিকৎসা করেন।।,bn,2018-08-28T12:17:17.901Z
Mojid Homio Pharmacy,shahadat hossain,5,good,en,2018-04-19T06:33:56.170Z
Mojid Homio Pharmacy,achinto biswas,5,,,2017-05-05T11:47:21.570Z
M/S Fatema Pharmacy,MG TECH MAX,3,It oke,en,2018-08-16T10:19:56.459Z
Binapani Pharmacy,ashish Mondal,5,খুব সুন্দর পরিবেশ। এখানে অনেক সেবা পাওয়া যায়। আমি অনেক খুশি।,bn,2024-03-22T14:11:52.081Z
তেতুল তলার মোড়,Ali Hajrot,5,,,2025-12-20T14:10:12.334Z
তেতুল তলার মোড়,YEASIN vai,2,,,2025-10-01T16:59:06.848Z
তেতুল তলার মোড়,shuvo tanin,5,ফার্নিচার জগতের বিশ্বস্ত নাম তানিন ফার্নিচার।,bn,2025-08-21T08:12:49.690Z
তেতুল তলার মোড়,Laisa Jannat,5,"Satisfied ☺️
Greeny place to refresh ur mind☺️",en,2025-07-12T12:27:06.122Z
তেতুল তলার মোড়,Yasir Abdullah,4,Nice,en,2025-02-16T04:05:38.879Z
তেতুল তলার মোড়,RAYHAN SHAIKH,5,,,2024-11-23T15:24:22.377Z
তেতুল তলার মোড়,Sm sajol,5,Good,en,2024-11-08T19:20:40.511Z
তেতুল তলার মোড়,MD HABIBUR Rhaman Sagor,5,Good,en,2024-06-12T04:02:16.855Z
তেতুল তলার মোড়,SM. Rana Islam,5,Good,en,2024-02-29T10:03:26.128Z
তেতুল তলার মোড়,ISTIAK A. OYALID,5,Love it,en,2024-02-29T00:50:45.064Z
তেতুল তলার মোড়,Daffodil outsourcing Institute,5,,,2024-02-11T13:30:06.382Z
তেতুল তলার মোড়,Islam Sarder,3,সিববাড়ি থেকে সাতরাস্তার দিকে একটু সামনে,bn,2023-12-20T15:38:49.065Z
তেতুল তলার মোড়,Ferdous Ratan,5,Good,en,2023-12-03T14:27:22.939Z
তেতুল তলার মোড়,Avijit Kumar Paul,5,যেতে হবে,bn,2023-10-29T02:23:31.219Z
তেতুল তলার মোড়,Boni Amin Molla,5,,,2023-08-05T05:40:10.967Z
তেতুল তলার মোড়,MD Tanvir Ahamed Tazin,2,,,2023-03-26T02:30:38.751Z
তেতুল তলার মোড়,Sohag Bairagi,4,It’s a best public place to rest.,en,2023-02-14T04:25:05.774Z
তেতুল তলার মোড়,Md. Masum Billah,5,ভাল জায়গা খুলনার মধ্যে,bn,2022-12-20T04:06:38.324Z
তেতুল তলার মোড়,Humaun Kabir Munna (মুন্না),5,মধ্যডাঙ্গার পরিচিত একটা পরিচিত জায়গা।,bn,2022-10-13T15:06:55.034Z
Aymaan Pharmacy,Ahamed Midul,5,,,2024-10-13T15:56:27.513Z
Aymaan Pharmacy,Mehadi Hasan,5,,,2021-10-02T15:33:37.266Z
Aymaan Pharmacy,Sk Estiaq,5,,,2021-07-29T16:52:22.412Z
Aymaan Pharmacy,sk estiaq,5,,,2021-07-29T14:54:39.704Z
Aymaan Pharmacy,Mafuza Zaman,5,,,2021-07-25T09:00:08.504Z
Aymaan Pharmacy,আইমান ফার্মাসি,5,,,2021-07-24T03:15:31.839Z
Shikder Pharmacy,Ektiar Mahamud,5,"খুবই ভালো সপ
সঠিক মূল্যে ওষুধ পাওয়া যায়",bn,2023-08-18T05:03:20.794Z
Shikder Pharmacy,Ilias Hossain,5,Good Pharmacy,en,2020-04-21T12:14:39.540Z
Shikder Pharmacy,Md. Moniruzzaman TORIK,5,"Shikder Pharmacy is one of the best pharmacy in Daulatpur at Khulna City. Here you can get rare medicine, they take care of customer very much. I think it will be great pharmacy for all ages people. Its places on Jessore-Khulna highway road.",en,2020-02-11T04:19:11.654Z
M/S Gazi Pharmacy,Mashud Rana,5,,,2025-12-21T15:17:21.178Z
M/S K H Pharmacy,Imran Shaikh,5,ভালো ফার্মেসি। প্রায় প্রয়োজনীয় সব ঔষধই পাওয়া যায়।,bn,2024-05-01T15:03:43.833Z
Shuboha Homeo Hall,Istiak Ahammed,1,,,2019-06-12T01:05:25.802Z
Islam Pharmacy,Rifat Howleder,5,গুড,bn,2025-08-15T15:59:04.359Z
Islam Pharmacy,SAHIR INAM A. SHIBLY,5,Great,en,2016-06-08T18:25:56.301Z
Islam Pharmacy,Humaun Kabir Munna (মুন্না),4,চলে না তেমন,bn,2016-03-17T13:29:02.082Z
Bolaka Pharmacy,Shafiq Kazi,5,"Balaka Pharmacy in Daulatpur is undoubtedly the largest and most comprehensive pharmacy in the area. It has become a one-stop-shop for all pharmaceutical needs, offering a vast selection of both domestic and imported medicines. What's more, customers can find everything they require, including injectable items, all at competitive prices. Balaka Pharmacy truly delivers on variety and affordability. Highly recommended!",en,2025-12-06T12:24:06.607Z
Bolaka Pharmacy,Orin ya,5,,,2024-04-07T07:50:20.261Z
Bolaka Pharmacy,Rubel Hossain,1,,,2023-03-31T04:19:49.001Z
Bolaka Pharmacy,Afnan Tahsin,5,,,2020-10-26T18:58:12.600Z
Bolaka Pharmacy,Ilias Hossain,5,Good Pharmacy,en,2020-04-21T12:08:57.483Z
Bolaka Pharmacy,Bungo Man,5,"পাইকারী ও খুচরা মূল্যে ওষুধ পাওয়া যায়, তেবে একটু ভিড় থাকে, তার জন্য অনেক সময় অপেক্ষা জরতে হয়, যেটা হয়ত অনেকের জন্য সমস্যার কারণ হয়ে দাঁড়ায়।
তারপর ও আলহামদুলিল্লাহ ভালো ফারমেসি।",bn,2019-11-15T19:14:32.636Z
Bolaka Pharmacy,Biswajit Nandi,5,Big medicine shop in Daulatpur,en,2017-03-04T15:44:53.916Z
Germany Pharmacy,Partho Gain,5,So nice beautiful 😍😍,en,2023-07-14T17:58:43.507Z
Germany Pharmacy,Ahemed Shamim Ansary,3,"Handy at the doorstep. It has many regular patients. A good doctor and medication greatly help a sufferer to recover from the problem easily. On the other hand, a bad doctor and fake medicine are a kind of curse. Medical is a noble profession.",en,2021-01-11T04:02:41.278Z
Germany Pharmacy,SAHIR INAM A. SHIBLY,5,good,en,2016-07-03T17:59:40.782Z
Germany Pharmacy,Humaun Kabir Munna (মুন্না),3,medicine seller with exact rate,en,2016-05-21T03:26:30.212Z
Pintu Pharmacy,sksohrab01703270 unknown,5,সব ধরনের ঔষধ পাওয়া যায় এবং যখন তখন পাওয়া যায়।এমনকি ফ্রিজের জিনিষ পত্র যেমন ইনসুলিন অথবা বাচ্চাদের(সিরাপ/ঔষধ) A T S ইনজেকশন সব পাওয়া যায়।,bn,2023-04-04T08:03:04.894Z
Pintu Pharmacy,Mr. Rodh,5,এটা ঔষধ বিক্রয়ের জন্য একটি আদর্শ ফার্মাসি হিসেবে পরিচিত।,bn,2022-11-06T03:52:47.434Z
Pintu Pharmacy,tanzil islam,5,,,2019-08-03T11:51:35.136Z
Pintu Pharmacy,SAHIR INAM A. SHIBLY,3,not so good,en,2016-07-03T17:57:09.873Z
Pintu Pharmacy,Humaun Kabir Munna (মুন্না),2,Biggest Pharmacy but you have to check according to ur Prescription because he gives wrong medicine,en,2016-05-21T03:30:03.442Z
New Bismillah Pharma,Meghla Pakhi,4,,,2024-12-27T12:37:28.371Z
New Bismillah Pharma,MG TECH MAX,1,Not like it,en,2018-07-22T09:11:52.393Z
New Bismillah Pharma,shahadat hossain,5,good pharmacy all medicine are available.,en,2018-04-24T18:09:42.335Z
New Bismillah Pharma,Selim Sarker,3,,,2017-08-21T12:07:39.956Z
New Bismillah Pharma,Nirangkush Adhikari,5,It is a popular and good pharmacy,en,2017-07-14T03:16:18.530Z
New Bismillah Pharma,Biswajit Nandi,5,It is big and popular pharmacy in Daulatpur.,en,2017-03-03T18:11:49.391Z
New Bismillah Pharma,atef,5,Good pharmacy,en,2017-02-07T14:54:07.393Z
New Bismillah Pharma,SAHIR INAM A. SHIBLY,5,Great,en,2016-06-06T23:17:10.132Z
New Bismillah Pharma,Humaun Kabir Munna (মুন্না),5,সব থেকে বড় ফার্মেসী,bn,2016-03-15T06:32:25.901Z
Ujjol Pharmacy,MG TECH MAX,3,It's okay,en,2018-07-25T17:25:53.492Z
FHH Playground,Md.Daniel Islam,4,small but good,en,2023-05-23T09:23:51.691Z
College Playground,Md Munna,5,,,2025-10-05T10:06:10.255Z
College Playground,Humaun Kabir Munna (মুন্না),4,Nice area for playing,en,2016-03-15T06:20:52.188Z
KUET Central Playground,partha sagor,5,,,2025-01-08T08:09:01.512Z
KUET Central Playground,Imran Naeem,5,,,2024-05-13T17:50:17.862Z
KUET Central Playground,Dibyo Sarker,5,,,2024-05-08T09:02:07.597Z
KUET Central Playground,Md.Rezaul Karim,5,,,2024-03-26T16:01:12.888Z
B. L. College Playground,Raj King,5,,,2025-10-21T06:36:51.653Z
B. L. College Playground,Riad Ahmed,5,,,2025-04-28T09:54:55.546Z
B. L. College Playground,MD AKTER “মোঃ জামাল উদ্দিন” DRIVER,5,,,2024-04-22T14:46:53.704Z
B. L. College Playground,Sajib Rahman,4,মাঠটা অনেক বড়!,bn,2024-03-10T07:12:02.585Z
B. L. College Playground,Sagor Pal,5,The playground is large .,en,2023-09-18T03:55:50.756Z
B. L. College Playground,crux mam,3,,,2023-06-13T09:20:22.010Z
B. L. College Playground,sazib hossain,5,,,2023-06-04T16:41:57.548Z
B. L. College Playground,Uttam ray Abhimanyu,5,,,2023-03-27T18:49:24.721Z
B. L. College Playground,Md Rafsan fakir,5,🥰❤️,en,2023-01-31T13:39:33.718Z
B. L. College Playground,Rasel Gazi,5,,,2022-08-08T20:26:06.272Z
B. L. College Playground,Mehedi Hasan Howlader,5,এখানে কলেজের সকল প্রকার ক্রীড়া প্রতিযোগিতা সম্পন্ন হয়।,bn,2022-06-29T09:09:59.137Z
B. L. College Playground,Ahemed Shamim Ansary,3,"It is a vast and green field, creating a real charm for the University. Students throng here for social gathering, sports, or any other cultural events. A spacious field brings broad mind for education, which in turn make a person a broad-hearted.",en,2021-01-14T06:16:33.191Z
KUET Central Playground,mh tashin,5,,,2025-12-20T21:32:37.392Z
মা মেডিসিন কর্ণার,Abu Bakor,5,Good Service,en,2025-07-03T11:55:51.833Z
মা মেডিসিন কর্ণার,Sumon mondol joy,5,Good Service,en,2025-06-14T13:01:57.509Z
মা মেডিসিন কর্ণার,fariha lipi,5,"এখানে  সব ধরনের  ভেটেরিনারি   ঔষধ  পাওয়া  যায়।  আমি প্রতি  বারি উপকৃত  হয়েছি আর ওনাদের ব্যাবহার ও আন্তরিক।
বিড়ালের  ঔষধ  গুলো  দেখতে   হবে।
আমার বিড়ালের  ২টা ঔষধ  আামি পাইনি আর একটা  ইনজেকশন  ছিলো  না
বাদবাকি  সব ঠিক  আছে।",bn,2025-06-14T07:10:58.976Z
মা মেডিসিন কর্ণার,Chanchal Saha,5,হাতের নাগালে সব গবাদি পশু পাখির ঔষুধ পাওয়ার নির্ভর যোগ্য প্রতিষ্ঠান।,bn,2025-06-13T04:04:25.835Z
মা মেডিসিন কর্ণার,POBITRA SARDAR,5,Good Service,en,2025-06-13T03:13:04.446Z
মা মেডিসিন কর্ণার,Saikat Biswas,5,"ভালো সার্ভিস পেয়েছি,  সেবার মান অনেক ভালো",bn,2025-06-12T16:00:50.493Z
মা মেডিসিন কর্ণার,Md. Muzahidul Islam,5,"এখানে গরু, ছাগল, হাস, মুরগী ও মাছের সকল প্রকারের ঔষধ পাওয়া যায় এবং সেই সাথে পরামর্শ  পাওয়া যায়। তাদের ব্যবহার ও অনেক আন্তরিক।",bn,2025-06-12T15:41:37.252Z
মা মেডিসিন কর্ণার,Hashibul,5,"সকল ধরনের ভেটেরিনারি মেডিসিন,  আমাদের হাতের নাগালে পাওয়াতে আমরা খুবই উপকৃত, এবং সুলভ মূল্যে পণ্য দেওয়ার জন্য ধন্যবাদ।",bn,2023-11-12T16:21:38.646Z
মা মেডিসিন কর্ণার,Nasim Sheikh,5,Excellent,en,2023-09-12T06:00:03.766Z
মা মেডিসিন কর্ণার,Ahamed Reza,5,,,2023-03-05T13:15:22.876Z
Funland,MD ENAYETUL HAQUE RUBEL,4,Nice one at this area.,en,2025-05-31T11:30:06.213Z
Funland,Aminur Rashid Rony,4,An ideal place for children to play indoor games in Daulatpur. Recommended...,en,2024-02-02T10:29:37.786Z
Dauder Math,Asif Khan,5,"Absolutely amazing place. If you are someone who loves open spaces, this ground is one of the best places to visit with your child. Nowadays, this type of playground is not very common in Bangladesh. So if you enjoy sitting back and watching your child play, or if you simply want to relax and enjoy a spacious outdoor area with your loved ones, this place is perfect for you. 👌",en,2026-01-10T10:13:39.860Z
Teligati School Playground,Md. Jakaria,4,"Teligati School Playground
তেলিগাতি স্কুল প্লেগ্রাউন্ড",bn,2025-11-24T04:45:54.138Z
Teligati School Playground,MD Bellal Hossain,5,অনেক সুন্দর একটি ভিউ,bn,2025-07-26T11:46:30.856Z
Teligati School Playground,Joakim Falia Shiju,5,,,2025-03-25T16:51:43.981Z
Teligati School Playground,MD ENAYETUL HAQUE RUBEL,4,A big play ground,en,2025-03-06T16:00:25.721Z
Teligati School Playground,Md alamin Sarder,5,,,2024-08-11T10:13:22.133Z
Teligati School Playground,Chowdhury Arif Mahmood,4,Beautiful playground,en,2024-05-19T10:40:28.296Z
বাদাম তলা,Md Nasim,5,,,2026-01-03T12:31:48.458Z
বাদাম তলা,Bayzid Bostabi,5,,,2025-10-20T17:24:46.871Z
বাদাম তলা,md Nazim,5,,,2025-10-18T14:29:19.426Z
Mohasin School PlayGround,MD ENAYETUL HAQUE RUBEL,5,খুবই চমৎকার একটি স্থান।,bn,2025-06-23T10:08:52.945Z
Mollapara Field,Muzahidul Islam Ony,5,,,2023-07-05T09:50:00.167Z
Mollapara Field,Eantaj Hossan,2,,,2022-11-08T15:07:35.310Z
School Playground,Md Helal Hasan,5,,,2019-04-21T06:58:35.743Z
গণবাংলা সেবক সংঘ খেলার মাঠ,Zahid Hasan,5,My childhood Playground,en,2024-09-10T06:58:35.289Z
Deana Azizul Memorial Club Play Ground,farhadtelicom farhadtelicom,1,,,2025-11-09T04:26:36.019Z
Deana Azizul Memorial Club Play Ground,Bm Good,1,My club,en,2024-10-26T16:18:11.870Z
Deana Azizul Memorial Club Play Ground,Bm Hasib,5,Bah,en,2023-06-04T04:46:30.263Z
Deana Azizul Memorial Club Play Ground,Md Refat Khan,5,Best club,en,2023-05-02T17:14:32.561Z
Deana Azizul Memorial Club Play Ground,Imran Bondo,5,Nice Play Ground,en,2021-07-31T07:07:29.171Z
ফুলবাড়ী গেট নদীর পাড়,JS Sagor Chowdhury,5,,,2025-10-29T10:48:27.589Z
ফুলবাড়ী গেট নদীর পাড়,MD Shagor Khan,5,,,2025-06-06T12:05:39.198Z
ফুলবাড়ী গেট নদীর পাড়,Tutul Sarder,4,,,2025-05-08T13:03:54.307Z
ফুলবাড়ী গেট নদীর পাড়,TAMIM J.I.,4,"A very beautiful place. A place to go for a walk in the afternoon. The river nearby allows cool breezes to blow, providing a refreshing break in the heat. The boys sometimes play football on the field next to the river.  Overall, a good place to spending time.",en,2025-04-28T15:17:32.631Z
Beer Bangali,Sk Sohel,5,,,2025-08-07T12:36:20.538Z
Beer Bangali,MD ENAYETUL HAQUE RUBEL,5,Very historic place.,en,2024-04-01T13:06:00.457Z
Beer Bangali,Md Samiul Islam,2,,,2023-03-06T02:34:14.087Z
P for Pasta,Sudipto Basak,5,So delicious food 🍔🍜🤤,en,2025-04-08T16:21:01.250Z
P for Pasta,Prianti Dhali,5,,,2025-04-05T11:38:06.053Z
P for Pasta,Piu Sarkar Piuu,5,Best👌🔥,en,2025-04-05T09:29:44.659Z
Deana South Para Eidgah Moydan,Monir Md,5,,,2025-12-26T13:00:48.602Z
Deana South Para Eidgah Moydan,Md Sheikh Dear,5,,,2025-05-16T09:51:46.815Z
Deana South Para Eidgah Moydan,Shobayet Shobayet,5,,,2025-05-06T15:15:53.551Z
Deana South Para Eidgah Moydan,MD ENAYETUL HAQUE RUBEL,5,Very large ground to say Eid Prayers.,en,2025-05-03T18:20:56.622Z
Deana South Para Eidgah Moydan,Zafar Iqbal Apu,5,Very nice decoration for eidgah maidan at deana dakhinpara school math.,en,2025-04-22T14:40:49.097Z
Deana South Para Eidgah Moydan,Ashik akunjee,5,"দেয়ানা  দক্ষিণ পাড়া, ঐতিহ্যবাহী ঈদগাহ ময়দান এখানে ঈদের নামাজ অনুষ্ঠিত হয়।",bn,2020-11-12T10:43:48.990Z
Deana South Para Eidgah Moydan,Md Khalid Hasan,1,,,2020-09-05T09:19:13.686Z
Maiudkhāli Nadi,Md.Saiful Islam JM,5,Looking beautiful,en,2021-09-19T05:09:39.951Z
Bhairab River View Point B L College,Mb Sumon,1,,,2025-07-25T12:21:01.786Z
Bhairab River View Point B L College,Jonathan Ec,5,Good place to spend time.,en,2024-02-06T04:14:59.516Z
Bhairab River View Point B L College,Walid Bin Nasir,4,"ভৈরব নদ বাংলাদেশের দক্ষিণ-পশ্চিমাঞ্চলে চুয়াডাঙ্গা জেলা, ঝিনাইদহ জেলা, যশোর জেলা, নড়াইল জেলা ও খুলনা জেলা দিয়ে প্রবাহিত অন্যতম একটি নদী। নদীটির দৈর্ঘ্য ২৪২ কিলোমিটার, গড় প্রস্থ ৬০ মিটার এবং নদীটির প্রকৃতি সর্পিলাকার। বাংলাদেশ পানি উন্নয়ন বোর্ড বা ""পাউবো"" কর্তৃক ভৈরব নদীর প্রদত্ত পরিচিতি নম্বর দক্ষিণ-পশ্চিমাঞ্চলের নদী নং ৬৮। এটি বাংলাদেশের দক্ষিণ পশ্চিমাংশের একটি নদ। ভৈরব নদের তীরে খুলনা ও যশোর শহর অবস্থিত। এছাড়া এর তীরে অবস্থিত গুরুত্বপূর্ণ শহরগুলোর মধ্যে রয়েছে কোটচাঁদপুর, চৌগাছা, দৌলতপুর, ও বাগেরহাট। হিন্দুদের কাছে নদটি পবিত্র হিসাবে সমাদৃত।নদটির নাম ""ভৈরব"" এর অর্থ ""ভয়াবহ"", এক সময় গঙ্গা/পদ্মা নদীর মূল প্রবাহ এই নদকে প্রমত্তা রূপ দিয়েছিলো, সেই থেকেই নামটির উৎপত্তি। ভৈরব নদী চৌগাছার কাছে কপোতাক্ষ নদ থেকে উৎপত্তি লাভ করে খুলনা শহরের অদুরে রূপসা নদীতে পতিত হয়।ভৈরব নদটি তার যাত্রাপথের একেক স্থানে একেক নাম নিয়েছে। কালীগঞ্জ হতে কৈখালি পর্যন্ত নদীটির নাম 'কালিন্দি'। এর পর এটি 'রায়মঙ্গল' নামে পরিচিত। তার পর নদীটি দুই ভাগে ভাগ হয়ে যায়। পশ্চিমের অংশটি 'হরিভাঙা', এবং পূর্বেরটি 'ভৈরব' নামে প্রবাহিত হয়। কৈখালির পরে নদটি 'খুলনা-ইছামতি' নামে প্রবাহিত হয়। দক্ষিণের অংশটি 'রায়মঙ্গল-হরিভাঙা' নামে পরিচিত। ভৈরব নদের মোট দৈর্ঘ্য ২৫০ কিলোমিটার।ভৈরব নদটি তার যাত্রাপথের একেক স্থানে একেক নাম নিয়েছে। কালীগঞ্জ হতে কৈখালি পর্যন্ত নদীটির নাম 'কালিন্দি'। এর পর এটি 'রায়মঙ্গল' নামে পরিচিত। তার পর নদীটি দুই ভাগে ভাগ হয়ে যায়। পশ্চিমের অংশটি 'হরিভাঙা', এবং পূর্বেরটি 'ভৈরব' নামে প্রবাহিত হয়। কৈখালির পরে নদটি 'খুলনা-ইছামতি' নামে প্রবাহিত হয়। দক্ষিণের অংশটি 'রায়মঙ্গল-হরিভাঙা' নামে পরিচিত। ভৈরব নদের মোট দৈর্ঘ্য ২৫০ কিলোমিটার।",bn,2023-12-26T17:07:26.876Z
Bhairab River View Point B L College,Nayeem Biswas,5,Awesome,en,2023-07-31T19:03:22.370Z
Bhairab River View Point B L College,Shifon Halder,5,Actually It's a Osom Place.,en,2023-06-15T17:48:26.246Z
Bhairab River View Point B L College,Dr. Muhammad Muinul Islam,5,Nice view at the turning point near daulatpur bazar ghat.,en,2022-03-24T11:50:30.248Z
Advocate's House,Zahid Hasan,5,,,2024-09-12T04:11:30.358Z
Freedom Fighters Statue,mohidur rahman,5,অত্যন্ত সুন্দর,bn,2023-06-05T15:01:10.185Z
Freedom Fighters Statue,Chad Hardy,5,সবাই কে দেখার প্রয়োজন আছে,bn,2023-04-06T05:51:14.848Z
Freedom Fighters Statue,abu Musa,5,,,2022-08-17T16:24:23.959Z
Freedom Fighters Statue,Utpal Mandal,5,,,2021-09-25T08:57:27.486Z
মহেশ্বরপাশা কালীবাড়ি মাঠ,S M Fahim Hasan Student,5,Best,en,2025-12-18T18:56:19.191Z
মহেশ্বরপাশা কালীবাড়ি মাঠ,SAKIB Hasan,5,সাকিব বুল হাসান,bn,2025-11-23T05:39:42.486Z
মহেশ্বরপাশা কালীবাড়ি মাঠ,Travel Bes,5,"মহেশ্বরপাশা খেলার মাঠ। ক্রিকেট, ফুটবল খেলার সবচে বড় ও পুরাতন এ মাঠটির অবস্হান কালিবাড়ি বাজারের দক্ষিন দিকে। নির্মল বাতাসের পরশ পেতে বিকাল থেকে মাঝরাত অবধি লোক সমাগম থাকে।",bn,2023-09-11T18:33:56.046Z
মহেশ্বরপাশা কালীবাড়ি মাঠ,Tutul Islam,4,,,2022-10-12T17:30:31.949Z
আলমগীর টি স্টল,Joy Mondol,5,ঠিক মতো দোকান খোলা রাখে না 😔,bn,2025-12-29T05:28:42.631Z
আলমগীর টি স্টল,Sagor Sk,5,,,2025-11-30T12:58:27.896Z
RafsVille,Fariya Yashmin,5,,,2025-11-29T03:56:52.739Z
RafsVille,JS Sagor Chowdhury,5,,,2025-10-29T11:18:18.615Z
RafsVille,Anupam Haldar,5,,,2025-08-09T19:29:00.679Z
RafsVille,F H Rafi,5,,,2022-07-13T04:16:09.611Z
RafsVille,FAHIM SULTANA TAMANNA,5,,,2022-05-14T17:57:48.475Z
Durbar Bangla,TAMIM J.I.,4,,,2025-04-25T10:21:44.453Z
Durbar Bangla,Nasib Hasan Abir,5,,,2025-02-04T11:09:57.030Z
Durbar Bangla,Mahfuj Hossain,4,,,2025-01-13T16:35:01.019Z
Durbar Bangla,Sajib Islam,4,Good place with memorial statue to make your day memorable,en,2024-12-07T10:44:33.039Z
Durbar Bangla,MD ENAYETUL HAQUE RUBEL,5,"The Durbar Bangla sculpture is situated at the KUET campus in Khulna. lt is the lifeblood of the Khulna University of Engineering and Technology. After dusk, this very sculpture square is bathed in soft light. Though the sculpture is relatively new, the message it delivers to us is very old. We need to struggle to survive. Those who contributed to its survival are always remembered by us.",en,2024-07-27T13:35:06.315Z
Durbar Bangla,Bishan Saha,5,"This Durbar Bengal is the lifeblood of Khulna University of Engineering and Technology. After dusk, the sculpture square is bathed in soft light. Although the sculpture is relatively new, the message it conveys to us is very old. We need to struggle to survive. Those who contributed to its survival are always remembered by us. May we strive to be like them, this sculpture gives them strength.",en,2024-06-30T14:08:56.612Z
Durbar Bangla,gifary91kuet Bof,3,,,2024-05-14T07:05:58.051Z
Durbar Bangla,AH Ornob 25,5,,,2024-03-06T17:45:52.280Z
Durbar Bangla,Satyajit Joy,4,,,2024-03-03T01:37:07.730Z
Durbar Bangla,Sanjid Hasan,5,"Durbar Bangla stands at the heart of KUET,symbolizing the glorious  past of independence war.",en,2023-12-19T15:47:16.301Z
Durbar Bangla,Dr J C Pandit,4,"Beautiful architecture, good initiative to remember and respect our freedom fighters",en,2023-09-20T14:19:59.540Z
Durbar Bangla,MD Taimoon Hasan,5,"দূর্বার বাংলা কুয়েট

খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়ের (কুয়েট) ক্যাম্পাসে অবস্থিত একটি ভাস্কর্য হল দূর্বার বাংলা। ভাস্কর্যটি ২০১৮ সালে নির্মিত হয়েছিল এবং এটি বাংলাদেশের সাংস্কৃতিক ঐতিহ্য এবং ইতিহাসের প্রতি শ্রদ্ধা নিবেদনের জন্য নির্মিত হয়েছিল।

ভাস্কর্যটি একটি নারীকে চিত্রিত করে যিনি একটি লড়াইয়ের ভঙ্গিতে দাঁড়িয়ে আছেন। তিনি তার বাম হাতে একটি বই এবং তার ডান হাতে একটি তলোয়ার ধরে আছেন। ভাস্কর্যটি বাংলা ভাষা এবং সাহিত্যের প্রতি তার আবেগ এবং দেশপ্রেমের প্রতীক।

ভাস্কর্যটি কুয়েট ক্যাম্পাসের একটি জনপ্রিয় আকর্ষণ। এটি শিক্ষার্থী, শিক্ষক, কর্মকর্তা, কর্মচারী এবং দর্শনার্থীদের দ্বারা সমানভাবে প্রশংসিত।

ভাস্কর্যের বিষয়

ভাস্কর্যটি বাংলাদেশের সাংস্কৃতিক ঐতিহ্য এবং ইতিহাসের প্রতি শ্রদ্ধা নিবেদনের জন্য নির্মিত হয়েছিল। ভাস্কর্যটি একটি নারীকে চিত্রিত করে যিনি একটি লড়াইয়ের ভঙ্গিতে দাঁড়িয়ে আছেন। তিনি তার বাম হাতে একটি বই এবং তার ডান হাতে একটি তলোয়ার ধরে আছেন।

বইটি বাংলা ভাষা এবং সাহিত্যের প্রতি তার আবেগের প্রতীক। তলোয়ারটি দেশপ্রেমের প্রতীক।

ভাস্কর্যের নির্মাণ

ভাস্কর্যটি বাংলাদেশের একজন বিখ্যাত ভাস্কর, গোপাল চন্দ্র পাল দ্বারা নির্মিত হয়েছিল। ভাস্কর্যটি নির্মাণে দুই বছর সময় লেগেছিল।

ভাস্কর্যটি তৈরিতে বিভিন্ন ধরনের উপকরণ ব্যবহার করা হয়েছে, যার মধ্যে রয়েছে প্লাস্টার অফ প্যারিস, স্টিল এবং কাচ।

ভাস্কর্যের গুরুত্ব

দূর্বার বাংলা কুয়েট ক্যাম্পাসের একটি গুরুত্বপূর্ণ ভাস্কর্য। এটি বাংলাদেশের সাংস্কৃতিক ঐতিহ্য এবং ইতিহাসের প্রতি শ্রদ্ধা নিবেদনের প্রতীক। ভাস্কর্যটি শিক্ষার্থী, শিক্ষক, কর্মকর্তা, কর্মচারী এবং দর্শনার্থীদের কাছে একটি জনপ্রিয় আকর্ষণ।

ভাস্কর্যের কিছু উল্লেখযোগ্য বৈশিষ্ট্য

ভাস্কর্যটি একটি নারীকে চিত্রিত করে যিনি একটি লড়াইয়ের ভঙ্গিতে দাঁড়িয়ে আছেন।

তিনি তার বাম হাতে একটি বই এবং তার ডান হাতে একটি তলোয়ার ধরে আছেন।

ভাস্কর্যটি বাংলাদেশের সাংস্কৃতিক ঐতিহ্য এবং ইতিহাসের প্রতি শ্রদ্ধা নিবেদনের জন্য নির্মিত হয়েছিল।

ভাস্কর্যটি কুয়েট ক্যাম্পাসের একটি জনপ্রিয় আকর্ষণ।",bn,2023-09-17T06:35:09.887Z
